,,90%,90%,95%,95%,99%,99%,predict
103,703,42.73623761,260.5869926,21.8781866,281.4450436,-18.8446749,322.1679051,151.6616151
104,704,42.13921776,259.9755116,21.28255133,280.8321781,-19.43760695,321.5523364,151.0573647
105,705,46.48231512,264.303247,25.62711952,285.1584426,-15.09016713,325.8757292,155.392781
106,706,130.7909287,348.5201801,109.944511,369.3665977,69.2443622,410.0667466,239.6555544
107,707,192.8830746,408.7450269,172.2154409,429.4126606,131.8643464,469.7637551,300.8140508
108,708,373.9859042,589.8382207,353.3191931,610.5049318,312.9698999,650.854225,481.9120625
109,709,422.4699694,638.318649,401.8036064,658.985012,361.4549931,699.3336253,530.3943092
110,710,547.3047696,763.1472772,526.6389976,783.8130492,486.291538,824.1605088,655.2260234
111,711,410.048805,625.8844979,389.3836855,646.5496175,349.0374997,686.8958032,517.9666515
112,712,332.8788439,548.7073201,312.2144153,569.3717487,271.8695786,609.7165854,440.793082
113,713,352.9445586,568.765421,332.280859,589.4291206,291.9374455,629.7725341,460.8549898
114,714,349.2841045,565.0969311,328.6211743,585.7598613,288.279263,626.1017726,457.1905178
115,715,330.6033234,546.4076616,309.9412059,567.0697791,269.6008812,607.4101038,438.5054925
116,716,210.3982482,426.1936131,189.7369899,446.8548714,149.3983426,487.1935186,318.2959306
117,717,172.1289959,387.9148672,151.4686465,408.5752166,111.1317739,448.9120892,280.0219315
118,718,30.78420752,246.5600279,10.12482047,267.2194149,-30.2101733,307.5544087,138.6721177
119,719,-19.80817814,195.9569939,-40.46654567,216.6153614,-80.79954894,256.9483647,88.07440786
120,720,-18.02007411,197.7338183,-38.67736168,218.3911058,-79.00825646,258.7220006,89.85687208
121,721,105.0129745,320.69849,84.3622337,341.3492308,44.04412063,381.6673439,212.8557323
122,722,199.3523351,413.6221622,178.8371389,434.1373584,138.7836605,474.1908367,306.4872486
123,723,115.04774,329.310363,94.53323352,349.8248694,54.48110187,389.8770011,222.1790515
124,724,146.4128788,360.6726309,125.8986473,381.1868625,85.84705226,421.2384575,253.5427549
125,725,136.7442019,350.9991275,116.2304325,371.512897,76.17973968,411.5635898,243.8716647
126,726,134.5761988,348.8258096,114.0629382,369.3390702,74.01323887,409.3887695,241.7010042
127,727,107.9321033,322.1760979,87.41938046,342.6888208,47.37073102,382.7374703,215.0541006
128,728,97.54028939,311.778371,77.02813264,332.2905278,36.9805885,372.3380719,204.6593302
129,729,146.7690742,361.0009281,126.2575137,381.5124886,86.21113373,421.5588686,253.8850012
130,730,98.70642794,312.9317173,78.19549597,333.4426493,38.15034309,373.4878022,205.8190726
131,731,112.7952797,327.013644,92.2850108,347.5239129,52.24115244,387.5677712,219.9044618
132,732,62.31647146,276.5275246,41.80690254,297.0370935,1.764410856,337.0795852,169.421998
133,733,-44.48730907,169.7160199,-64.99613844,190.2248493,-105.0371863,230.2658971,62.61435543
134,734,-54.62844733,159.5667159,-75.13649487,180.0747634,-115.1760163,220.1142848,52.46913427
135,735,-6.98871963,207.1978122,-27.49594076,227.7050333,-67.53384868,267.7429412,100.1045463
136,736,113.3737368,327.5073085,92.87158634,348.009459,52.84357826,388.0374671,220.4405227
137,737,224.8129915,437.8362576,204.4171468,458.2321022,164.5966883,498.0525608,331.3246245
138,738,236.3273608,449.3450417,215.932051,469.7403516,176.1126365,509.5597661,342.8362013
139,739,214.6543374,427.6696949,194.25925,448.0647823,154.4402698,487.8837625,321.1620162
140,740,233.5082267,446.5197067,213.1135105,466.9144229,173.2952551,506.7326782,340.0139667
141,741,151.189317,364.1965364,130.7950087,384.5908446,90.9775498,424.4083035,257.6929267
142,742,152.0227005,365.0254251,131.6288226,385.419303,91.81220386,425.2359217,258.5240628
143,743,179.730696,392.7286962,159.3372704,413.1221218,119.5215348,452.9378574,286.2296961
144,744,164.2576572,377.2506899,143.8647073,397.6436398,104.0499003,437.4584468,270.7541736
145,745,136.8753307,349.8631357,116.4828813,370.2555851,76.6690515,410.0694149,243.3692332
146,746,154.2348629,367.2171622,133.8429407,387.6090844,94.03014005,427.4218851,260.7260126
147,747,165.9386172,378.9151135,145.5472505,399.3064801,105.7355347,439.118196,272.4268653
148,748,39.28740171,252.2577774,18.89662106,272.6485581,-20.91395069,312.4591298,145.7725896
149,749,-11.65086112,201.3130548,-32.04102328,221.7032169,-71.8503875,261.5125812,94.83109683
150,750,5.735425056,218.6925242,-14.65408444,239.0820337,-54.4621744,278.8901237,112.2139746
151,751,119.6302573,332.5451257,99.24479123,352.9305918,59.44459548,392.7307875,226.0876915
152,752,248.6644137,460.6851321,228.3645576,480.9849882,188.7315054,520.6180404,354.6747729
153,753,174.6386913,386.6549551,154.3392618,406.9543846,114.7070422,446.5866041,280.6468232
154,754,181.3773486,393.3916938,161.0781028,413.6909396,121.4462419,453.3228005,287.3845212
155,755,259.6027012,471.6138632,239.3037601,491.9128043,199.6724942,531.5440701,365.6082822
156,756,215.6242706,427.631941,195.3256638,447.9305477,155.6950507,487.5611609,321.6281058
157,757,184.2016101,396.205602,163.9033555,416.5038565,124.27343,456.1337821,290.203606
158,758,182.0518975,394.0520282,161.7540127,414.3499131,122.1248089,453.9791168,288.0519629
159,759,176.5250731,388.5211491,156.2275764,408.8186458,116.5991306,448.4470916,282.5231111
160,760,131.2455936,343.2374085,110.948505,363.5344972,71.32085568,403.1621465,237.2415011
161,761,179.8844013,391.8717345,159.5877418,412.168394,119.9609303,451.7952055,285.8780679
162,762,119.4489377,331.4315533,99.15272977,351.7277612,59.52680009,391.3536909,225.4402455
163,763,36.57651838,248.5541651,16.28078624,268.8498972,-23.34421459,308.474898,142.5653417
164,764,-14.73240377,197.2400055,-35.02763445,217.5352362,-74.65165626,257.159258,91.25380089
165,765,74.22930473,286.1961947,53.9346025,306.4908969,14.31161243,346.113887,180.2127497
166,766,161.0990805,373.0315073,140.8076779,393.3229099,101.1911301,432.9394577,267.0652939
167,767,244.3270432,455.5239343,224.1060643,475.7449133,184.6270102,515.2239674,349.9254888
168,768,226.1164976,437.3097542,205.8958666,457.5303851,166.4174919,497.0087598,331.7131259
169,769,226.2302141,437.4218597,206.0097374,457.6423364,166.5316638,497.1204099,331.8260369
170,770,194.3833583,405.572344,174.1631362,425.792566,134.6855599,465.2701424,299.9778511
171,771,223.7277862,434.9138584,203.5078432,455.1338014,164.0308114,494.6108332,329.3208223
172,772,245.4774474,456.6604536,225.2577979,476.8801031,185.7813393,516.3565617,351.0689505
173,773,193.138164,404.3179554,172.9188222,424.5372971,133.4429646,464.0131548,298.7280597
174,774,261.7785945,472.955014,241.5595756,493.1740329,202.0843483,532.6492602,367.3668042
175,775,262.4324738,473.6053535,242.2137939,493.8240334,202.7392282,533.2985991,368.0189136
176,776,229.0068053,440.1759659,208.7884814,460.3942898,169.3146109,499.8681602,334.5913856
177,777,331.3394566,542.504707,311.1215071,562.7226565,271.6483676,602.195796,436.9220818
178,778,188.5938004,399.7549366,168.3762448,419.9724922,128.9038744,459.4448627,294.1743685
179,779,187.9611108,399.1179153,167.74397,419.3350562,128.2724092,458.8066169,293.5395131
180,780,125.850472,337.0027166,105.6337677,357.2194209,66.16305936,396.6901292,231.4265943
181,781,171.1010453,382.2246313,150.887085,402.4385917,111.4217338,441.9039428,276.6628383
182,782,172.0689994,382.5768864,151.913989,402.7318969,112.5637304,442.0821554,277.3229429
183,783,194.2957589,404.8006249,174.1410377,424.9553461,134.7913439,464.3050399,299.5481919
184,784,302.1324679,512.6359621,281.977878,532.790552,242.6284407,572.1399893,407.384215
185,785,400.4016061,610.9028445,380.2472322,631.0572183,340.8982165,670.406234,505.6522253
186,786,413.3428025,623.8415729,393.188665,643.9957105,353.8401106,683.3442648,518.5921877
187,787,422.1756011,632.6717768,402.021712,652.825666,362.6736426,692.1737353,527.423689
188,788,321.0776673,531.5711251,300.9240384,551.724754,261.5764771,591.0723153,426.3243962
189,789,337.0970473,547.5876568,316.9436911,567.741013,277.5966623,607.0880419,442.3423521
190,790,268.8148196,479.3024418,248.6617494,499.4555121,209.315279,538.8019825,374.0586307
191,791,238.1499669,448.6344535,217.9971969,468.7872235,178.6513126,508.1331078,343.3922102
192,792,181.2828263,391.7640192,161.1303716,411.9164738,121.7851031,451.2617424,286.5234227
193,793,73.10770195,283.5854325,52.95557881,303.7375556,13.61095745,343.0821769,178.3465672
194,794,25.75900631,236.2330948,5.607231885,256.3848692,-33.73670866,295.7288097,130.9960505
195,795,16.56431438,227.0345724,-3.58709331,247.1859801,-42.93031784,286.5292047,121.7994434
196,796,145.2431834,355.6892344,125.0940934,375.8383244,85.75539391,415.1770239,250.4662089
197,797,121.7336048,331.6567066,101.6345844,351.755727,62.39363983,390.9966716,226.6951557
198,798,92.99529185,302.9158433,72.89651564,323.0146195,33.65604781,362.2550874,197.9555676
199,799,155.9344723,365.8538417,135.8358093,385.9525047,96.5955624,425.1927516,260.894157
200,800,258.2006104,468.1180425,238.1021328,488.21652,198.8622481,527.4564048,363.1593264
201,801,342.5238557,552.4391704,322.4255809,572.5374452,283.1860919,611.7769341,447.481513
202,802,324.4569889,534.3700794,304.358927,554.4681413,265.1198539,593.7072144,429.4135341
203,803,330.9017803,540.8125428,310.8039414,560.9103818,271.5653034,600.1490198,435.8571616
204,804,287.8338667,497.7421915,267.7362611,517.839797,228.4980789,557.0779793,392.7880291
205,805,202.3289147,412.2346848,182.2315538,432.3320458,142.993849,471.5697506,307.2817998
206,806,177.5442525,387.4473433,157.4471481,407.5444477,118.2099442,446.7816516,282.4957979
207,807,189.9597381,399.8600165,169.8629029,419.9568516,130.6262247,459.1935298,294.9098773
208,808,25.7048364,235.6021608,5.608284063,255.6987131,-33.62784192,294.9348391,130.6534986
209,809,30.58557758,240.4797971,10.48932252,260.5760521,-28.74622307,299.8115977,135.5326873
210,810,83.57488404,293.4658406,63.47894138,313.5617833,24.24400573,352.7967189,188.5203623
211,811,134.6290305,344.499269,114.5350715,364.593228,75.3040087,403.8242909,239.5641498
212,812,253.293176,462.713721,233.2422727,482.7646243,194.0952711,521.9116259,358.0034485
213,813,254.2460839,463.6644476,234.1953896,483.715142,195.0487957,522.8617358,358.9552658
214,814,240.3254779,449.7428124,220.2748821,469.7934083,181.1284806,508.9398097,345.0341452
215,815,208.7238056,418.1394584,188.6733708,438.1898932,149.5272837,477.3359803,313.431632
216,816,188.3788693,397.7926855,168.3286103,417.8429445,129.1828665,456.9886883,293.0857774
217,817,173.693239,383.1051275,153.6431646,403.1552019,114.4977812,442.3005853,278.3991833
218,818,97.42282243,306.8326945,77.37294106,326.8825759,38.22793458,366.0275824,202.1277585
219,819,127.3915684,336.7993306,107.3418891,356.8490099,68.197277,395.993622,232.0954495
220,820,90.37880361,299.7843561,70.32933582,319.8338239,31.1851368,358.9780229,195.0815798
221,821,81.18721464,290.5904512,61.13796859,310.6396972,21.99420249,349.7834633,185.8888329
222,822,94.71961538,304.1204227,74.67060191,324.1694361,35.52728991,363.3127481,199.420019
223,823,-68.71093236,140.6873251,-88.75970169,160.7360944,-127.902537,199.8789297,35.98819635
224,824,-74.99198132,134.4035978,-95.04049421,154.4521107,-134.1828289,193.5944454,29.70580823
225,825,-42.58246894,166.8102974,-62.63071252,186.858541,-101.7725214,226.0003499,62.11391423
226,826,87.73903566,297.1138691,67.69250906,317.1603957,28.55405234,356.2988524,192.4264524
227,827,251.5281296,460.5121376,231.5190225,480.5212448,192.4536228,519.5866444,356.0201336
228,828,200.78806,409.770181,180.7791335,429.7791075,141.7140866,468.8441544,305.2791205
229,829,198.8953722,407.8765891,178.8865323,427.8854291,139.8216543,466.950307,303.3859807
230,830,204.9655813,413.9453246,184.9568825,433.9540235,145.89228,473.0186259,309.455453
231,831,169.2369652,378.2151005,149.2284203,398.2236453,110.1641184,437.2879472,273.7260328
232,832,146.3291756,355.305624,126.3207922,375.3140073,87.25680565,414.3779939,250.8173998
233,833,103.4041131,312.3787981,83.39589858,332.3870127,44.33224166,371.4506696,207.8914556
234,834,147.2766194,356.2494603,127.2685815,376.2574983,88.20526924,415.3208105,251.7630399
235,835,147.8447126,356.8156235,127.8368595,376.8234766,88.77390804,415.8864281,252.3301681
236,836,159.6769071,368.6457962,139.6692475,388.6534558,100.606674,427.7160293,264.1613516
237,837,249.1867975,458.1535672,229.1793408,478.1610239,190.1171635,517.2232012,353.6701824
238,838,100.1118987,309.0764451,80.10465494,329.0836889,41.04289323,368.1454506,204.5941719
239,839,-18.62746691,190.3347455,-38.63448724,210.3417658,-77.69581266,249.4030912,85.85363929
240,840,-25.01640041,183.9433623,-45.0231862,203.9501481,-84.0840537,243.0110156,79.46348094
241,841,74.50534363,283.4494323,54.50005854,303.4547174,15.44212099,342.512655,178.977388
242,842,234.3196113,442.9208915,214.3471483,462.8933545,175.353292,501.8872109,338.6202514
243,843,159.7032334,368.3028653,139.7309282,388.2751705,100.73738,427.2687188,264.0030494
244,844,233.8426693,442.4415008,213.8704408,462.4137293,174.8770422,501.4071279,338.1420851
245,845,270.8590264,479.4565559,250.8869225,499.4286598,211.8937672,538.421815,375.1577911
246,846,189.9078107,398.5039206,169.9358427,418.4758885,130.9429528,457.4687784,294.2058656
247,847,123.3625968,331.9572183,103.3907714,351.9290437,64.39815978,390.9216553,227.6599075
248,848,201.5588492,410.1519154,181.5871726,430.123592,142.5948517,469.1159129,305.8553823
249,849,160.384916,368.9763568,140.4133951,388.9478777,101.421378,427.9398947,264.6806364
250,850,126.3119633,334.9017037,106.3406052,354.8730618,67.34890602,393.864761,230.6068335
251,851,347.1173852,555.7053453,327.1461975,575.676533,288.1548311,614.6678994,451.4113652
252,852,373.2083839,581.7944788,353.2373748,601.7654879,314.2463571,640.7565056,477.5014313
253,853,295.8755523,504.4596915,275.9047305,524.4305133,236.9140783,563.4211655,400.1676219
254,854,126.5896164,335.1717036,106.618991,355.1423289,67.62872248,394.1325975,230.88066
255,855,25.47580249,234.055737,5.505383223,254.0261563,-33.48448296,293.0160224,129.7657697
256,856,117.6567353,326.2228531,97.6876389,346.1919495,58.70035548,385.1792329,221.9397942
257,857,248.1479833,456.4109714,228.20791,476.3510448,189.2772906,515.2816641,352.2794774
258,858,229.9221986,438.1837347,209.9822643,458.1236691,171.0519164,497.054017,334.0529667
259,859,220.7757829,429.0366052,200.8359169,448.9764712,161.9057024,487.9066857,324.906194
260,860,285.3259911,493.5856549,265.386236,513.52541,226.4562381,552.4554079,389.455823
261,861,235.7811854,444.0395866,215.8415512,463.9792208,176.9117893,502.9089828,339.910386
262,862,174.8673778,383.1244559,154.9278703,403.0639634,115.9983557,441.993478,278.9959168
263,863,133.6288426,341.884539,113.6894674,361.8239142,74.76021113,400.7531705,237.7566908
264,864,155.5026984,363.7569512,135.5634615,383.6961882,96.63447499,422.6251747,259.6298248
265,865,101.7740218,310.0267653,81.83492938,329.9658577,42.90622507,368.894562,205.9003935
266,866,168.1976995,376.4488634,148.2587583,396.3878046,109.3303493,435.3162137,272.3232815
267,867,151.0666049,359.3161146,131.1278221,379.2548974,92.19972225,418.1829973,255.1913598
268,868,-36.22378663,172.0239894,-56.16240348,191.9626062,-95.09017924,230.890382,67.90010137
269,869,4.601789078,212.8477469,-15.33665369,232.7861896,-54.26408957,271.7136255,108.724768
270,870,21.9112791,230.1553304,1.973018871,250.0935906,-36.95406062,289.0206701,126.0333047
271,871,126.406441,334.6382212,106.4693557,354.5753065,67.54457006,393.5000922,230.5223311
272,872,315.3244078,523.2862241,295.4131701,543.1974619,256.5388488,582.0717831,419.305316
273,873,304.5117391,512.4722666,284.6006247,532.3833809,245.7265444,571.2574613,408.4920028
274,874,430.8181039,638.777991,410.9070508,658.689044,372.0330902,697.5630047,534.7980474
275,875,316.6344984,524.593348,296.7235447,544.5043017,257.849778,583.3780684,420.6139232
276,876,320.7347264,528.6924458,300.8238809,548.6032912,261.9503254,587.4768467,424.7135861
277,877,237.9904702,445.9470057,218.0797381,465.8577379,179.206404,504.731072,341.968738
278,878,313.7048048,521.6601045,293.794191,541.5707183,254.9210879,580.4438215,417.6824547
279,879,327.923529,535.8775382,308.0130388,555.7880284,269.1401769,594.6608903,431.9005336
280,880,336.2515417,544.2042019,316.3411806,564.114563,277.4685708,602.9871728,440.2278718
281,881,438.9007037,646.851953,418.9904777,666.762179,380.1181317,705.634525,542.8763283
282,882,508.605619,716.5553912,488.6955344,736.4654758,449.8234645,775.3375457,612.5805051
283,883,460.765604,668.7138289,440.8556676,688.6237653,401.983887,727.4955459,564.7397165
284,884,282.1497631,490.0963657,262.239982,510.0061468,223.3685046,548.8776242,386.1230644
285,885,126.4282895,334.3731918,106.5186712,354.2828102,67.64751162,393.1539697,230.4007407
286,886,276.4178876,484.3518188,256.5093197,504.2603867,217.640211,543.1294954,380.3848532
287,887,171.7294311,379.4214029,151.8440295,399.3068045,113.0201503,438.1306837,275.575417
288,888,295.2221854,502.9130056,275.3368941,522.7982969,236.5132301,561.6219608,399.0675955
289,889,377.0583146,584.7485571,357.1730787,604.6337931,318.3495227,643.4573491,480.9034359
290,890,439.7994053,647.4887131,419.9142588,667.3738596,381.0908776,706.1972409,543.6440592
291,891,456.3050989,663.9933891,436.4200498,683.8784382,397.5968587,722.7016292,560.149244
292,892,335.1544177,542.8416425,315.2694707,562.7265895,276.4464788,601.5495814,438.9980301
293,893,289.2680221,496.954135,269.3831815,516.8389756,230.5603975,555.6617596,393.1110785
294,894,339.8604347,547.5453869,319.9757052,567.4301164,281.1531382,606.2526835,443.7029108
295,895,309.3991301,517.0828697,289.5145167,536.9674831,250.6921763,575.7898235,413.2409999
296,896,179.6365445,387.3190161,159.7520525,407.2035081,120.9299492,446.0256114,283.4777803
297,897,200.8038371,408.4849818,180.9194722,428.3693467,142.0976168,467.191202,304.6444094
298,898,37.50241577,245.1821709,17.6181839,265.0664027,-21.20341166,303.8879983,141.3422933
299,899,9.664898972,217.3431978,-10.21919347,237.2272903,-49.04051681,276.0486136,113.5040484
300,900,5.669910793,213.3466838,-14.21403556,233.2306302,-53.03507368,272.0516683,109.5082973
301,601,138.9239638,346.5908694,119.0409622,366.473871,80.22176861,405.2930646,242.7574166
302,602,216.6626393,424.1114469,196.8005194,443.9735668,158.0220949,482.7519913,320.3870431
303,603,232.3496043,439.7973768,212.4875836,459.6593976,173.7093526,498.4376286,336.0734906
