,,90%,90%,95%,95%,99%,99%,predict
304,604,209.1076088,416.5548574,189.2456382,436.416828,150.4675051,475.1949611,312.8312331
305,605,190.2308614,397.6772637,170.3689718,417.5391533,131.5909969,456.3171282,293.9540626
306,606,141.2775102,348.7229915,121.4157088,368.5847929,82.63790606,407.3625956,245.0002509
307,607,100.3804716,307.8249888,80.51876249,327.6866979,41.74113996,366.4643205,204.1027302
308,608,75.5210597,282.9645713,55.65944688,302.8261842,16.88201234,341.6036187,179.2428155
309,609,92.6698892,300.1123514,72.80837686,319.9738638,34.03113848,358.7511021,196.3911203
310,610,77.5594261,285.0007923,57.6980187,304.8621997,18.92098521,343.6392331,181.2801092
311,611,91.8851754,299.3253958,72.0238777,319.1866936,33.24705838,357.9635129,195.6052856
312,612,90.73663175,298.1756536,70.8754488,318.0368366,32.09885353,356.8134319,194.4561427
313,613,-74.9130849,132.5246822,-94.77414771,152.385745,-133.5505084,191.1621058,28.80579866
314,614,-63.57808921,143.8583634,-83.43902616,163.7193004,-122.2151412,202.4954154,40.1401371
315,615,-27.08187417,180.3532016,-46.94267929,200.2140067,-85.71853692,238.9898643,76.6356637
316,616,88.44334431,295.8694978,68.58339344,315.7294486,29.80920366,354.5036384,192.156421
317,617,220.079483,427.3080357,200.2384514,447.1490674,161.5011992,485.8863196,323.6937594
318,618,203.0450491,410.2726663,183.2041071,430.1136083,144.4670297,468.8506857,306.6588577
319,619,173.8487666,381.0759065,154.0078702,400.9168029,115.270882,439.6537911,277.4623366
320,620,122.2885227,329.5148927,102.4477,349.3557154,63.71085579,388.0925597,225.9017077
321,621,140.9768366,348.2023691,121.1360941,368.0431116,82.3994064,406.7797992,244.5896028
322,622,100.2827455,307.5074016,80.44208694,327.3480602,41.70556308,366.084584,203.8950736
323,623,78.96137629,286.1851185,59.12080523,306.0256895,20.38445221,344.7620426,182.5732474
324,624,103.8689143,311.091703,84.02843453,330.9321828,45.29225974,369.6683576,207.4803087
325,625,94.53558996,301.7573832,74.6952055,321.5977676,35.9592168,360.3337563,198.1464866
326,626,70.23479922,277.4555521,50.39451436,297.295837,11.65872012,336.0316312,173.8451757
327,627,91.90956095,299.1292259,72.06938027,318.9694066,33.3337894,357.7049975,195.5193934
328,628,-51.62158799,155.5969383,-71.46165966,175.43701,-110.1970377,214.172388,51.98767517
329,629,-61.06075172,146.1565821,-80.90070922,165.9965396,-119.6358643,204.7316947,42.54791519
330,630,-29.85263792,177.3634472,-49.69247585,197.2032851,-88.42739754,235.9382068,73.75540463
331,631,83.17787191,290.3858503,63.33881015,310.2249121,24.60540386,348.9583183,186.7818611
332,632,226.7962098,433.8243245,206.9743691,453.6461653,168.2745847,492.3459496,330.3102672
333,633,221.540464,428.5677291,201.7187046,448.3894885,163.0190791,487.0891141,325.0540966
334,634,184.6518532,391.6786818,164.8301356,411.5003994,126.1305916,450.1999434,288.1652675
335,635,170.3184481,377.3445733,150.4967978,397.1662235,111.7973853,435.865636,273.8315107
336,636,133.1374939,340.1628542,113.3159169,359.9844313,74.61664743,398.6837007,236.6501741
337,637,93.36253327,300.3870933,73.54103284,320.2085938,34.84191295,358.9077136,196.8748133
338,638,91.29129236,298.3150182,71.46987181,318.1364388,32.77090786,356.8354027,194.8031553
339,639,151.5892319,358.6120876,131.7678946,378.4334249,93.0690933,417.1322262,255.1006598
340,640,99.97930377,307.0012514,80.15805347,326.8225017,41.45942193,365.5211332,203.4902776
341,641,82.5169861,289.5379849,62.69582664,309.3591444,23.99737246,348.0575985,186.0274855
342,642,95.77124089,302.7912477,75.95017641,322.6123122,37.25190766,361.3105809,199.2812443
343,643,-1.963985059,205.0549838,-21.78495017,224.8759489,-60.4830249,263.5740237,101.5454994
344,644,-28.00891131,179.0089708,-47.82977237,198.8298319,-86.52764396,237.5277035,75.50002977
345,645,-13.7002606,193.3164839,-33.52101274,213.137236,-72.21867166,251.834895,89.80811165
346,646,119.214246,326.2235924,99.39420223,346.0436362,60.69792623,384.7399122,222.7189192
347,647,255.8462819,462.6912158,236.0419797,482.495518,197.3764373,521.1610604,359.2687489
348,648,216.5495412,423.3937002,196.7453132,443.1979282,158.0799157,481.8633257,319.9716207
349,649,203.2618902,410.1056485,183.4577006,429.9098381,144.792378,468.5751607,306.6837693
350,650,188.2996274,395.1427405,168.4954996,414.9468684,129.8302976,453.6120703,291.721184
351,651,203.987131,410.8295427,184.1830703,430.6336034,145.5179994,469.2986743,307.4083368
352,652,133.112743,339.9544212,113.3087525,359.7584117,74.64381879,398.4233454,236.5335821
353,653,102.1030292,308.9439429,82.29911194,328.7478602,43.63432109,367.412651,205.523486
354,654,152.1809066,359.0210231,132.3770656,378.8248641,93.7124238,417.4895059,255.6009649
355,655,152.0647716,358.9040562,132.2610103,378.7078175,93.59652395,417.3723039,255.4844139
356,656,151.688365,358.5267808,131.8846868,378.3304589,93.22036292,416.9947828,255.1075729
357,657,160.9108607,367.7483683,141.1072695,387.5519595,102.4431154,426.2161136,264.3296145
358,658,27.40098886,234.2375465,7.59748866,254.0410467,-31.06648792,292.7050233,130.8192677
359,659,27.29826033,234.1338235,7.494855345,253.9372285,-31.16893535,292.6010192,130.7160419
360,660,68.51604047,275.3505629,48.71273513,295.1538682,10.04913899,333.8174644,171.9333017
361,661,185.0090386,391.8367825,165.2063823,411.6394388,126.5440532,450.3017679,288.4229106
362,662,271.9511465,478.6280202,252.1629352,498.4162315,213.5288084,537.0503583,375.2895833
363,663,326.4335889,533.1097528,306.6454456,552.8978962,268.0114514,591.5318903,429.7716709
364,664,275.6035457,482.2793403,255.8154377,502.0674483,217.1815126,540.7013735,378.941443
365,665,296.7055047,503.3807055,276.9174536,523.1687566,238.2836395,561.8025707,400.0431051
366,666,258.4044658,465.0790212,238.6164765,484.8670105,199.982783,523.500704,361.7417435
367,667,227.1995361,433.8734166,207.4116114,453.6613413,168.7780441,492.2949087,330.5364764
368,668,307.9393192,514.6124965,288.1514618,534.4003539,249.5180259,573.0337898,411.2759078
369,669,335.4114394,542.0838837,315.6236522,561.8716709,276.9903534,600.5049698,438.7476616
370,670,341.1252084,547.7968879,321.3374944,567.5846019,282.7043385,606.2177578,444.4610482
371,671,376.2402889,582.9111698,356.4526514,602.6988073,317.8196448,641.3318139,479.5757293
372,672,376.7375075,583.4075538,356.9499499,603.1951114,318.3170993,641.827962,480.0725307
373,673,206.8982376,413.5674112,187.1107636,433.3548852,148.4780761,471.9875727,310.2328244
374,674,182.4669095,389.1351696,162.6795229,408.9225563,124.0470062,447.555073,285.8010396
375,675,276.408829,483.0761333,256.6215339,502.8634284,217.9891958,541.4957665,379.7424811
376,676,313.1809677,519.8420384,293.3942694,539.6287366,254.7630966,578.2599094,416.511503
377,677,176.1044347,382.6265702,156.3310387,402.3999662,117.7258371,441.0051678,279.3655024
378,678,410.9776499,617.499133,391.2043165,637.2724665,352.5992368,675.8775462,514.2383915
379,679,564.3522138,770.8733555,544.578913,790.6466563,505.9738971,829.2516722,667.6127846
380,680,566.6515368,773.17213,546.8782885,792.9453783,508.2733751,831.5502917,669.9118334
381,681,574.2250579,780.7450552,554.4518666,800.5182465,515.8470647,839.1230484,677.4850565
382,682,598.3507331,804.8701075,578.5776015,824.6432391,539.972916,863.2479246,701.6104203
383,683,670.793108,877.3118335,651.0200385,897.084903,612.4154744,935.6894672,774.0524708
384,684,592.1880081,798.7060573,572.4150034,818.479062,533.8105657,857.0834997,695.4470327
385,685,413.5940023,620.111346,393.8210652,639.8842831,355.2167593,678.488589,516.8526741
386,686,344.5720518,551.0886589,324.7991852,570.8615255,286.195017,609.4656937,447.8303554
387,687,270.4557185,476.9715561,250.6829255,496.744349,212.0789012,535.3483734,373.7136373
388,688,125.2300988,331.7451317,105.4573829,351.5178476,66.85350891,390.1217216,228.4876152
389,689,64.75688122,271.2710723,44.98424591,291.0437076,6.380529344,329.6474242,168.0139767
390,690,58.05602337,264.5693337,38.28347239,284.3418847,-0.320079536,322.9454366,161.3126785
391,691,140.72971,347.2372683,120.9577097,367.0092686,82.35523299,405.6117453,243.9834891
392,692,134.4300337,340.8092294,114.6703234,360.5689397,76.09184155,399.1474216,237.6196316
393,693,185.4341513,391.8127453,165.6744987,411.5723979,127.0961293,450.1507673,288.6234483
394,694,336.6247139,543.0029914,316.8650916,562.7626138,278.2867813,601.340924,439.8138527
395,695,410.7822352,617.1600047,391.0226616,636.9195784,352.4444463,675.4977936,513.97112
396,696,425.5242924,631.90151,405.7647716,651.6610308,367.1866595,690.2391429,528.7129012
397,697,324.6319503,531.0085911,304.8724847,550.7680567,266.2944804,589.346061,427.8202707
398,698,382.9921389,589.3681789,363.2327308,609.127587,324.6548388,647.705479,486.1801589
399,699,440.9809431,647.3563572,421.221595,667.1157053,382.64382,705.6934803,544.1686501
400,700,502.6119292,708.9866904,482.8526436,728.745976,444.2749906,767.323629,605.7993098
401,701,333.1626754,539.5367551,313.403455,559.2959756,274.8259294,597.8735011,436.3497153
402,702,238.109686,444.4830539,218.3505337,464.2422062,179.7731413,502.8195986,341.29637
403,703,48.47530323,254.847927,28.71622223,274.607008,-9.861031155,313.1842614,151.6616151
404,704,47.87144204,254.2432874,28.11243557,274.0022938,-10.46467229,312.5794017,151.0573647
405,705,52.2072655,258.5782966,32.44833699,278.3372251,-6.128618663,316.9141807,155.392781
406,706,136.4727008,342.8384079,116.7142821,362.5968267,78.13832164,401.1727871,239.6555544
407,707,197.6906735,403.937428,177.9436438,423.6844577,139.3899192,462.2381823,300.8140508
408,708,378.7889636,585.0351613,359.0419872,604.7821377,320.4883667,643.3357582,481.9120625
409,709,427.2713575,633.5172609,407.5244093,653.2642091,368.9708437,691.8177747,530.3943092
410,710,552.1033076,758.3487391,532.3564046,778.0956421,493.8029273,816.6491194,655.2260234
411,711,414.844192,621.0891109,395.0973381,640.8359649,356.5439566,679.3893464,517.9666515
412,712,337.6708903,543.9152737,317.9240877,563.6620763,279.3708063,602.2153577,440.793082
413,713,357.733077,563.9769026,337.9863277,583.7236519,299.4331506,622.276829,460.8549898
414,714,354.0688955,560.3121401,334.3222019,580.0588337,295.7691334,618.6119022,457.1905178
415,715,335.3841732,541.6268118,315.6375376,561.3734474,277.0845823,599.9264027,438.5054925
416,716,215.1749274,421.4169338,195.4283524,441.1635089,156.8755153,479.7163459,318.2959306
417,717,176.9012586,383.1426045,157.1547467,402.8891164,118.6020331,441.44183,280.0219315
418,718,35.55178982,241.7924456,15.80534405,261.5388913,-22.74724053,300.0914759,138.6721177
419,719,-15.04555904,191.1943748,-34.79193568,210.9407514,-73.34438531,249.493201,88.07440786
420,720,-13.26271733,192.9764615,-33.00902168,212.7227658,-71.56133019,251.2750743,89.85687208
421,721,109.7386139,315.9728506,89.99278274,335.7186818,51.44139806,374.2700665,212.8557323
422,722,203.4254007,409.5490966,183.6901532,429.284344,145.159432,467.8150653,306.4872486
423,723,119.1174619,325.2406411,99.38226388,344.9758391,60.8516392,383.5064638,222.1790515
424,724,150.4813024,356.6042074,130.7461306,376.3393791,92.21555722,414.8699526,253.5427549
425,725,140.810432,346.9328974,121.0753024,366.6680271,82.54481113,405.1985183,243.8716647
426,726,138.6400102,344.7619982,118.9049262,364.4970822,80.37452418,403.0274842,241.7010042
427,727,111.9933559,318.1148453,92.2583197,337.8498816,53.72801089,376.3801904,215.0541006
428,728,101.5988451,307.7198153,81.86385858,327.4548018,43.33364682,365.9850136,204.6593302
429,729,150.8247865,356.9452159,131.0898517,376.6801506,92.55974106,415.2102613,253.8850012
430,730,102.7591398,308.8790054,83.02425907,328.6138862,44.4942538,367.1438915,205.8190726
431,731,116.8448232,322.9641005,97.10999874,342.6989249,58.58010343,381.2288202,219.9044618
432,732,66.36266649,272.4813295,46.62790088,292.2160951,8.098120403,330.7458756,169.421998
433,733,-40.44465511,165.673366,-60.17935925,185.4080701,-98.70901972,223.9377306,62.61435543
434,734,-50.58954058,155.5278091,-70.32418045,175.262449,-108.8537154,213.791984,52.46913427
435,735,-2.953777586,203.1628701,-22.68835024,222.8974428,-61.217754,261.4268466,100.1045463
436,736,117.3844988,323.4965466,97.65036652,343.2306788,59.12182262,381.7592227,220.4405227
437,737,228.3200961,434.329153,208.5958247,454.0534244,170.0865329,492.5627162,331.3246245
438,738,239.8319132,445.8404894,220.1076878,465.5647147,181.5984859,504.0739167,342.8362013
439,739,218.1578562,424.1661762,198.4336553,443.890377,159.9245013,482.3995311,321.1620162
440,740,237.0100119,443.0179214,217.2858504,462.742083,178.776773,501.2511603,340.0139667
441,741,154.6891947,360.6966587,134.9650758,380.4207776,96.45608174,418.9297716,257.6929267
442,742,155.5205635,361.5275621,135.7964892,381.2516364,97.28758213,419.7605435,258.5240628
443,743,183.226439,389.2329531,163.5024111,408.9569811,124.9935946,447.4657976,286.2296961
444,744,167.7511688,373.7571783,148.0271892,393.4811579,109.518467,431.9898801,270.7541736
445,745,140.3664914,346.371975,120.6425621,366.0959042,82.13393832,404.6045281,243.3692332
446,746,157.7235451,363.72848,137.9996684,383.4523567,99.49114715,421.960878,260.7260126
447,747,169.4246844,375.4290463,149.7008625,395.1528682,111.1924483,433.6612823,272.4268653
448,748,42.7707079,248.7744712,23.04694332,268.4982358,-15.46135894,307.0065381,145.7725896
449,749,-8.170471885,197.8326655,-27.89417653,217.5563702,-66.4023618,256.0645555,94.83109683
450,750,9.212733104,215.2152162,-10.51090889,234.9388582,-49.01897184,273.4469211,112.2139746
451,751,123.088596,329.086787,103.3653649,348.8100181,64.85810428,387.3172787,226.0876915
452,752,251.7237719,457.6257739,232.0097504,477.3397954,193.5204704,515.8290754,354.6747729
453,753,177.6960463,383.5976,157.9820678,403.3115785,119.4928716,441.8007747,280.6468232
454,754,184.4338643,390.3351781,164.7199087,410.0491337,126.2307574,448.538285,287.3845212
455,755,262.6578174,468.558747,242.9438986,488.2726658,204.454819,526.7617454,365.6082822
456,756,218.6778494,424.5783622,198.9639705,444.292241,160.4749688,482.7812427,321.6281058
457,757,187.2535673,393.1536447,167.5397301,412.8674819,129.0508099,451.3564022,290.203606
458,758,185.1021508,391.001775,165.3883569,410.7155688,126.8995214,449.2044044,288.0519629
459,759,179.5735349,385.4726873,159.8597863,405.1864359,121.371039,443.6751832,282.5231111
460,760,134.2921708,340.1908314,114.5784693,359.9045329,76.08981388,398.3931883,237.2415011
461,761,182.9289941,388.8271417,163.2153417,408.5407941,124.7267822,447.0293536,285.8780679
462,762,122.4914395,328.3890515,102.7778383,348.1026527,64.28937895,386.591112,225.4402455
463,763,39.61681547,245.513868,19.90326788,265.2274156,-18.58508692,303.7157704,142.5653417
464,764,-11.69443292,194.2020347,-31.4079245,213.9155263,-69.89616996,252.4037717,91.25380089
465,765,77.26482162,283.1606778,57.55138858,302.8741108,19.06325741,341.362242,180.2127497
466,766,164.1193728,370.011215,144.4063241,389.7242637,105.9189433,428.2116445,267.0652939
467,767,247.0245874,452.8263902,227.3201595,472.5308181,188.8496097,511.0013678,349.9254888
468,768,228.8124341,434.6138176,209.1080463,454.3182054,170.6375749,492.7886768,331.7131259
469,769,228.9254577,434.7266161,209.2210914,454.4309823,170.7506621,492.9014116,331.8260369
470,770,197.077452,402.8782502,177.3731203,422.582582,138.9027583,461.052944,299.9778511
471,771,226.4206186,432.221026,206.7163243,451.9253203,168.2460354,490.3956092,329.3208223
472,772,248.1689509,453.9689501,228.4646957,473.6732053,189.9944831,512.143418,351.0689505
473,773,195.8282725,401.6278469,176.1240579,421.3320614,137.6539247,459.8021947,298.7280597
474,774,264.4672382,470.2663703,244.763066,489.9705425,206.2930154,528.4405931,367.3668042
475,775,265.119578,470.9182493,245.4154499,490.6223774,206.9454855,529.0923417,368.0189136
476,776,231.6922903,437.4904809,211.9882082,457.1945629,173.5183337,495.6644375,334.5913856
477,777,334.0232374,539.8209262,314.3192033,559.5249603,275.8494226,597.994741,436.9220818
478,778,191.2757861,397.0729509,171.5718023,416.7769348,133.1021195,455.2466175,294.1743685
479,779,190.6412046,396.4378215,170.9372732,416.141753,132.4676928,454.6113333,293.5395131
480,780,128.5285721,334.3246165,108.8246955,354.0284931,70.35522219,392.4979664,231.4265943
481,781,173.7666973,379.5589794,154.0631809,399.2624957,115.5944108,437.7312658,276.6628383
482,782,174.4690325,380.1768533,154.7736028,399.872283,116.3206211,438.3252647,277.3229429
483,783,196.6944779,402.4019059,176.9990859,422.097298,138.5461776,460.5502063,299.5481919
484,784,304.5306068,510.2378232,284.835235,529.933195,246.3823663,568.3860637,407.384215
485,785,402.7987863,608.5056642,383.1034469,628.2010036,344.6506415,666.653809,505.6522253
486,786,415.7389324,621.4454431,396.0436282,641.1407473,357.5908914,679.5934841,518.5921877
487,787,424.5706254,630.2767526,404.8753578,649.9720201,366.4226927,688.4246852,527.423689
488,788,323.471532,529.1772603,303.7763027,548.8724896,265.3237122,587.3250802,426.3243962
489,789,339.4896956,545.1950085,319.7945061,564.8901981,281.3419932,603.3427109,442.3423521
490,790,271.2061907,476.9110708,251.5110426,496.6062189,213.0586106,535.0586509,374.0586307
491,791,240.5399958,446.2444246,220.8448909,465.9395295,182.3925433,504.3918772,343.3922102
492,792,183.6714438,389.3754016,163.976384,409.0704614,125.5241244,447.522721,286.5234227
493,793,75.49483425,281.1983002,55.79982156,300.8933128,17.34765392,339.3454805,178.3465672
494,794,28.14457467,233.8475264,8.449611204,253.5424899,-30.00246032,291.9945614,130.9960505
495,795,18.9482362,224.6506506,-0.746675816,244.3455626,-39.1986469,282.7975337,121.7994434
496,796,147.6167684,353.3156494,127.9221947,373.0102231,89.47088414,411.4615337,250.4662089
497,797,123.8854082,329.5049032,104.1984353,349.1918761,65.7619643,387.6283471,226.6951557
498,798,95.14600449,300.7651307,75.45906687,320.4520683,37.02266486,358.8884703,197.9555676
499,799,158.0846936,363.7036204,138.397775,383.390539,99.96141028,421.8269037,260.894157
500,800,260.3500223,465.9686305,240.6631343,485.6555185,202.2268291,524.0918237,363.1593264
501,801,344.6723818,550.2906443,324.9855269,569.9774992,286.5492863,608.4137398,447.481513
502,802,326.6045833,532.222485,306.9177629,551.9093053,268.4815898,590.3454785,429.4135341
503,803,333.0483985,538.6659247,313.361614,558.3527091,274.9255111,596.788812,435.8571616
504,804,289.9794614,495.5965968,270.2927144,515.2833438,231.8566845,553.7193736,392.7880291
505,805,204.4734357,410.0901639,184.7867277,429.7768719,146.3507739,468.2128257,307.2817998
506,806,179.6876461,385.3039497,160.0009787,404.9906171,121.5651043,443.4264915,282.4957979
507,807,192.1019469,397.7178076,172.415322,417.4044325,133.9795304,455.8402241,294.9098773
508,808,27.84579959,233.4611976,8.159218931,253.1477782,-30.27648616,291.5834833,130.6534986
509,809,32.72523008,238.3401446,13.03869572,258.0266789,-25.396919,296.4622936,135.5326873
510,810,85.71315771,291.327567,66.02667172,311.014053,27.59115145,349.4495732,188.5203623
511,811,136.7586076,342.369692,117.0724399,362.0558596,78.63754117,400.4907584,239.5641498
512,812,255.2352837,460.7716133,235.5562734,480.4506236,197.1353486,518.8715484,358.0034485
513,813,256.1872745,461.7232571,236.5082974,481.4022342,198.0874374,519.8230941,358.9552658
514,814,242.2662479,447.8020425,222.5872888,467.4810015,184.166464,505.9018263,345.0341452
515,815,210.663885,416.199379,190.9849547,435.8783093,152.5641861,474.2990779,313.431632
516,816,190.3181934,395.8533615,170.6392943,415.5322605,132.2185866,453.9529682,293.0857774
517,817,175.6317694,381.1665972,155.9529029,400.8454637,117.5322588,439.2661078,278.3991833
518,818,99.36052155,304.8949954,79.68168894,324.573828,41.26111101,362.9944059,202.1277585
519,819,129.3283968,334.8625022,109.6495994,354.5412995,71.22909037,392.9618086,232.0954495
520,820,92.314719,297.8484407,72.63595842,317.5272013,34.21552108,355.9476386,195.0815798
521,821,83.12217211,288.6554937,63.44344983,308.334216,25.02308729,346.7545785,185.8888329
522,822,96.65356696,302.1864711,76.97488465,321.8651534,38.55460014,360.2854379,199.420019
523,823,-66.77803776,138.7544305,-86.45667833,158.433071,-124.8768814,196.853274,35.98819635
524,824,-73.06019812,132.4718146,-92.73879508,152.1504115,-131.158913,190.5705294,29.70580823
525,825,-40.65185415,164.8796826,-60.33040555,184.558234,-98.75043446,222.9782629,62.11391423
526,826,89.66225112,295.1906537,69.98399982,314.868905,31.56455679,353.288348,192.4264524
527,827,253.291191,458.7490762,233.6196914,478.4205758,195.2134302,516.826837,356.0201336
528,828,202.5503414,408.0078996,182.8788731,427.6793679,144.472673,466.085568,305.2791205
529,829,200.6572905,406.1146709,180.9858392,425.7861222,142.5796723,464.192289,303.3859807
530,830,206.7269048,412.1840012,187.0554806,431.8554254,148.6493668,470.2615391,309.455453
531,831,170.9976385,376.4544271,151.3262439,396.1258218,112.9201876,434.531878,273.7260328
532,832,148.0891661,353.5456334,128.4178022,373.2169973,90.01180608,411.6229934,250.8173998
533,833,105.1633891,310.6195221,85.49205724,330.290854,47.08612357,368.6967877,207.8914556
534,834,149.0351473,354.4909324,129.3638487,374.162231,90.95798009,412.5680997,251.7630399
535,835,149.6024566,355.0578795,129.9311928,374.7291433,91.52539184,413.1349443,252.3301681
536,836,161.4338291,366.8888742,141.7626013,386.5601019,103.356871,424.9658322,264.1613516
537,837,250.9428568,456.3975079,231.2716668,476.0686979,192.8660102,514.4743545,353.6701824
538,838,101.8670521,307.3212917,82.19590151,326.9924423,43.79032176,365.3980221,204.5941719
539,839,-16.87326558,188.5805442,-36.54437503,208.2516536,-74.94987442,246.657153,85.85363929
540,840,-23.26319939,182.1901613,-42.93426583,201.8612277,-81.33968127,240.2666432,79.46348094
541,841,76.25218741,281.7025885,56.58140433,301.3733716,18.17654211,339.7782338,178.977388
542,842,235.9283661,441.3121368,216.2639625,460.9765404,177.8715555,499.3689474,338.6202514
543,843,161.3113183,366.6947804,141.6469443,386.3591544,103.254595,424.7515037,264.0030494
544,844,235.4504382,440.8337319,215.7860803,460.4980899,177.3937624,498.8904077,338.1420851
545,845,272.4662786,477.8493037,252.8019464,497.5136359,214.4096788,535.9059035,375.1577911
546,846,191.5144987,396.8972325,171.8501944,416.5615369,133.4579812,454.95375,294.2058656
547,847,124.9686926,330.3511225,105.3044174,350.0153977,66.91226104,388.4075541,227.6599075
548,848,203.1643254,408.5464392,183.5000805,428.2106841,145.1079833,466.6027814,305.8553823
549,849,161.989744,367.3715288,142.3255306,387.0357422,103.9334948,425.4277779,264.6806364
550,850,127.9161124,333.2975546,108.2519318,352.9617352,69.8599601,391.3537069,230.6068335
551,851,348.7208227,554.1019077,329.0566763,573.7660542,290.6647714,612.1579591,451.4113652
552,852,374.8110751,580.1917876,355.1469644,599.8558983,316.7551291,638.2477336,477.5014313
553,853,297.4774601,502.8577836,277.8133866,522.5218572,239.421624,560.9136198,400.1676219
554,854,128.1907014,333.5706186,108.5266668,353.2346532,70.13498017,391.6263398,230.88066
555,855,27.07602341,232.4555161,7.412029434,252.1195101,-30.97957786,290.5111173,129.7657697
556,856,119.2514474,324.628141,99.58772139,344.291867,61.19663733,382.682951,221.9397942
557,857,249.6226586,454.9362961,229.9649699,474.5939848,191.585673,512.9732818,352.2794774
558,858,231.3962939,436.7096395,211.7386332,456.3673002,173.3593907,494.7465426,334.0529667
559,859,222.249601,427.5627871,202.5919555,447.2204326,164.2127429,485.5996452,324.906194
560,860,286.7993573,492.1122888,267.1417362,511.7699099,228.7625711,550.1490749,389.455823
561,861,237.2540582,442.5667138,217.5964635,462.2243085,179.2173501,500.6034219,339.910386
562,862,176.3397331,381.6521006,156.6821659,401.3096677,118.3031064,439.6887273,278.9959168
563,863,135.1006568,340.4127249,115.4431183,360.0702633,77.06411474,398.4492669,237.7566908
564,864,156.9739466,362.2857031,137.316438,381.9432117,98.93749263,420.322157,259.6298248
565,865,103.2446776,308.5561095,83.58720002,328.2135871,45.20831532,366.5924718,205.9003935
566,866,169.6677346,374.9788284,150.0102894,394.6362735,111.631468,433.015095,272.3232815
567,867,152.5359893,357.8467303,132.8785779,377.5041416,94.49982235,415.8828972,255.1913598
568,868,-34.75508501,170.5552877,-54.41246112,190.2126639,-92.79114782,228.5913506,67.90010137
569,869,6.069773955,211.379762,-13.58756533,231.0371013,-51.96618011,269.4157161,108.724768
570,870,23.37851163,228.6880979,3.721210823,248.3453987,-34.65732885,286.7239383,126.0333047
571,871,127.8688636,333.1757986,108.2118167,352.8328455,69.83377262,391.2108896,230.5223311
572,872,316.6817295,521.9289024,297.0304044,541.5802275,258.6635317,579.9471002,419.305316
573,873,305.8685546,511.1154511,286.217256,530.7667497,247.8504349,569.1335708,408.4920028
574,874,432.1746749,637.42142,412.5233908,657.0727041,374.156598,695.4394969,534.7980474
575,875,317.9906714,523.237175,298.3394104,542.8884359,259.9726628,581.2551836,420.6139232
576,876,322.0904652,527.3367069,302.4392293,546.9879428,264.0725306,585.3546415,424.7135861
577,877,239.3457537,444.5917222,219.694544,464.242932,181.3278964,502.6095796,341.968738
578,878,315.0596125,520.3052969,295.4084299,539.9564794,257.0418354,578.3230739,417.6824547
579,879,329.2778392,534.523228,309.6266849,554.1743823,271.2601457,592.5409215,431.9005336
580,880,337.6053313,542.8504123,317.9542065,562.5015371,279.5877248,600.8680188,440.2278718
581,881,440.2539482,645.4987085,420.6028541,665.1498026,382.2364323,703.5162243,542.8763283
582,882,509.9582922,715.202718,490.3072301,734.85378,451.9408709,773.2201393,612.5805051
583,883,462.1176781,667.3617548,442.4666495,687.0127834,404.1003556,725.3790773,564.7397165
584,884,283.5012084,488.7449203,263.8502148,508.395914,225.483989,546.7621398,386.1230644
585,885,127.7790752,333.0224061,108.128118,352.6733634,69.76196341,391.0395179,230.4007407
586,886,277.7644452,483.0052612,258.1137288,502.6559776,219.7480443,541.0216621,380.3848532
587,887,172.9833687,378.1674653,153.3380829,397.8127511,114.983001,436.167833,275.575417
588,888,296.4756782,501.6595127,276.8304175,521.3047734,238.4753846,559.6598063,399.0675955
589,889,378.3115906,583.4952811,358.6663436,603.1405281,320.3113377,641.4955341,480.9034359
590,890,441.0523287,646.2357897,421.4071037,665.8810147,383.0521406,704.2359778,543.6440592
591,891,457.5576379,662.7408501,437.9124367,682.3860513,399.5575201,720.7409679,560.149244
592,892,336.4065538,541.5895065,316.7613774,561.2346828,278.4065094,599.5895508,438.9980301
593,893,290.5197371,495.70242,270.8745866,515.3475704,232.519769,553.7023881,393.1110785
594,894,341.1117098,546.2941119,321.4665862,565.9392355,283.111821,604.2940006,443.7029108
595,895,310.649945,515.8320548,291.0048494,535.4771504,252.6501389,573.8318609,413.2409999
596,896,180.8868777,386.0686829,161.2418113,405.7137494,122.8871577,444.0684029,283.4777803
597,897,202.0536657,407.2351532,182.4086296,426.8801892,144.0540354,465.2347834,304.6444094
598,898,38.75171533,243.9328713,19.10671103,263.5778756,-19.24782117,301.9324078,141.3422933
599,899,10.91364355,216.0944532,-8.731327588,235.7394244,-47.08579505,274.0938919,113.5040484
600,900,6.918073284,212.0985213,-12.72686323,231.7434579,-51.0812631,270.0978577,109.5082973
601,601,140.168387,345.3464463,120.5236792,364.9911541,82.16972587,403.3451074,242.7574166
602,602,217.8249652,422.949121,198.1854184,442.5886678,159.8415412,480.932545,320.3870431
603,603,233.5115371,438.635444,213.8720141,458.274967,175.5281835,496.6187976,336.0734906
604,604,210.2693482,415.3931181,190.6298383,435.032628,152.2860333,473.376433,312.8312331
605,605,191.3922868,396.5158383,171.7527978,416.1553273,133.4090336,454.4990915,293.9540626
606,606,142.4385934,347.5619083,122.7991271,367.2013746,84.45540715,405.5450946,245.0002509
607,607,101.5411962,306.6642642,81.90175354,326.3037069,43.55807974,364.6473807,204.1027302
608,608,76.68140987,281.8042212,57.04199177,301.4436393,18.69836595,339.7872651,179.2428155
609,609,93.82984815,298.9523925,74.19045562,318.591785,35.84687971,356.9353609,196.3911203
